time P_1 P_2 P_{tot}
3.000099999999999989e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.100100000000000078e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.200100000000000167e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.300100000000000255e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.400099999999999789e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.500099999999999878e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.600099999999999967e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.700100000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.800100000000000144e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.900100000000000233e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000099999999999767e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.100099999999999856e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.200099999999999945e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.300100000000000033e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.400100000000000122e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.500100000000000211e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600099999999999745e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.700099999999999834e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.800099999999999922e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.900100000000000011e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000099999999999545e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.100099999999999634e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.200099999999999723e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.300099999999999811e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.400099999999999900e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.500099999999999989e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.600100000000000078e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
