time	i_C	u_C	i_D	u_D	i_L	u_L
3.39620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.02139393053e-78
3.40620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.0543382991e-78
3.41620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.08728266768e-78
3.42620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.12022703625e-78
3.43620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.15317140482e-78
3.44620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.18611577339e-78
3.45620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.21906014197e-78
3.46620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.25200451054e-78
3.47620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.28494887911e-78
3.48620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.31789324768e-78
3.49620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.35083761626e-78
3.50620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.38378198483e-78
3.51620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.4167263534e-78
3.52620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.44967072197e-78
3.53620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.48261509055e-78
3.54620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.51555945912e-78
3.55620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.54850382769e-78
3.56620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.58144819626e-78
3.57620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.61439256484e-78
3.58620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.64733693341e-78
3.59620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.68028130198e-78
3.60620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.71322567055e-78
3.61620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.74617003913e-78
3.62620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.7791144077e-78
3.63620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.81205877627e-78
3.64620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.84500314484e-78
3.65620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.87794751342e-78
3.66620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.91089188199e-78
3.67620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.80423427835e-78
3.68620449224	1.33815714874e-19	1.41421355258	1.33815714868e-19	-1.41421355258	1.65349467068e-19	3.68674548721e-78
