time P_D P_L P_R P_V P_{tot}
3.000099999999999989e-01 0.000000000000000000e+00 1.920065835818986766e-01 6.717519364810135840e-02 -2.591817772300000211e-01 0.000000000000000000e+00
3.100100000000000078e-01 0.000000000000000000e+00 1.955025177678636761e-01 7.105052416213634980e-02 -2.665530419300000120e-01 0.000000000000000000e+00
3.200100000000000167e-01 0.000000000000000000e+00 1.988566124266846202e-01 7.499434916431534093e-02 -2.738509615909999750e-01 0.000000000000000000e+00
3.300100000000000255e-01 0.000000000000000000e+00 2.020723985036607107e-01 7.900386706733933395e-02 -2.810762655709999613e-01 0.000000000000000000e+00
3.400099999999999789e-01 0.000000000000000000e+00 2.051533300893643164e-01 8.307634642163570782e-02 -2.882296765110000103e-01 0.000000000000000000e+00
3.500099999999999878e-01 0.000000000000000000e+00 2.081027857536111303e-01 8.720912410338889365e-02 -2.953119098570000101e-01 0.000000000000000000e+00
3.600099999999999967e-01 0.000000000000000000e+00 2.109240700304197413e-01 9.139960369458026423e-02 -3.023236737250000195e-01 0.000000000000000000e+00
3.700100000000000056e-01 0.000000000000000000e+00 2.136204150790716183e-01 9.564525418592835504e-02 -3.092656692649999872e-01 0.000000000000000000e+00
3.800100000000000144e-01 0.000000000000000000e+00 2.161949821529348947e-01 9.994360850006508978e-02 -3.161385906529999845e-01 0.000000000000000000e+00
3.900100000000000233e-01 0.000000000000000000e+00 2.186508631019922488e-01 1.042922621430077690e-01 -3.229431252450000178e-01 0.000000000000000000e+00
4.000099999999999767e-01 0.000000000000000000e+00 2.209910817575127528e-01 1.086888717344872968e-01 -3.296799534919999664e-01 0.000000000000000000e+00
4.100099999999999856e-01 0.000000000000000000e+00 2.232185953892041608e-01 1.131311537377958365e-01 -3.363497491269999973e-01 0.000000000000000000e+00
4.200099999999999945e-01 0.000000000000000000e+00 2.253362960816381877e-01 1.176168831343618049e-01 -3.429531792159999926e-01 0.000000000000000000e+00
4.300100000000000033e-01 0.000000000000000000e+00 2.273470120387218463e-01 1.221438920192781524e-01 -3.494909040579999848e-01 0.000000000000000000e+00
4.400100000000000122e-01 0.000000000000000000e+00 2.292535089314658159e-01 1.267100683535341554e-01 -3.559635772850000546e-01 0.000000000000000000e+00
4.500100000000000211e-01 0.000000000000000000e+00 2.310584913193136358e-01 1.313133550176863173e-01 -3.623718463370000364e-01 0.000000000000000000e+00
4.600099999999999745e-01 0.000000000000000000e+00 2.327646037969570980e-01 1.359517483140429417e-01 -3.687163521109999564e-01 0.000000000000000000e+00
4.700099999999999834e-01 0.000000000000000000e+00 2.343744322833432592e-01 1.406232968706567221e-01 -3.749977291539999813e-01 0.000000000000000000e+00
4.800099999999999922e-01 0.000000000000000000e+00 2.358905051644498985e-01 1.453261002235501087e-01 -3.812166053880000072e-01 0.000000000000000000e+00
4.900100000000000011e-01 0.000000000000000000e+00 2.373152946463145119e-01 1.500583081206855185e-01 -3.873736027669999471e-01 0.000000000000000000e+00
5.000099999999999545e-01 0.000000000000000000e+00 2.386512178588906519e-01 1.548181192261093297e-01 -3.934693370849999816e-01 0.000000000000000000e+00
5.100099999999999634e-01 0.000000000000000000e+00 2.399006379928535215e-01 1.596037799791464595e-01 -3.995044179719999811e-01 0.000000000000000000e+00
5.200099999999999723e-01 0.000000000000000000e+00 2.410658654104892995e-01 1.644135834405107410e-01 -4.054794488509999573e-01 0.000000000000000000e+00
5.300099999999999811e-01 0.000000000000000000e+00 2.421491587915670651e-01 1.692458683884329185e-01 -4.113950271799999836e-01 0.000000000000000000e+00
5.400099999999999900e-01 0.000000000000000000e+00 2.431527262269324030e-01 1.740990183650675815e-01 -4.172517445919999846e-01 0.000000000000000000e+00
5.500099999999999989e-01 0.000000000000000000e+00 2.440787262467922492e-01 1.789714605422078053e-01 -4.230501867889999712e-01 0.000000000000000000e+00
5.600100000000000078e-01 0.000000000000000000e+00 2.449292688588799449e-01 1.838616647161200324e-01 -4.287909335749999773e-01 0.000000000000000000e+00
5.700100000000000167e-01 0.000000000000000000e+00 2.457064165719267113e-01 1.887681423530732649e-01 -4.344745589249999762e-01 0.000000000000000000e+00
5.800100000000000255e-01 0.000000000000000000e+00 2.464121854227661612e-01 1.936894458412337927e-01 -4.401016312640000372e-01 0.000000000000000000e+00
5.900100000000000344e-01 0.000000000000000000e+00 2.470485459209025569e-01 1.986241673890974668e-01 -4.456727133100000238e-01 0.000000000000000000e+00
6.000100000000000433e-01 0.000000000000000000e+00 2.476174240121576942e-01 2.035709381558423459e-01 -4.511883621679999568e-01 0.000000000000000000e+00
6.100100000000000522e-01 0.000000000000000000e+00 2.481207020108524008e-01 2.085284273041476122e-01 -4.566491293150000130e-01 0.000000000000000000e+00
6.200099999999999500e-01 0.000000000000000000e+00 2.485602195405516024e-01 2.134953413484484142e-01 -4.620555608890000165e-01 0.000000000000000000e+00
6.300099999999999589e-01 0.000000000000000000e+00 2.489377744141030857e-01 2.184704231518968809e-01 -4.674081975660000499e-01 0.000000000000000000e+00
6.400099999999999678e-01 0.000000000000000000e+00 2.492551235185692660e-01 2.234524511324307294e-01 -4.727075746509999954e-01 0.000000000000000000e+00
6.500099999999999767e-01 0.000000000000000000e+00 2.495139836695087487e-01 2.284402382654912023e-01 -4.779542219350000343e-01 0.000000000000000000e+00
6.600099999999999856e-01 0.000000000000000000e+00 2.497160324816882493e-01 2.334326317163117892e-01 -4.831486641979999552e-01 0.000000000000000000e+00
6.700099999999999945e-01 0.000000000000000000e+00 2.498629091762084309e-01 2.384285117557916056e-01 -4.882914209319999532e-01 0.000000000000000000e+00
6.800100000000000033e-01 0.000000000000000000e+00 2.499562153968753753e-01 2.434267910921246447e-01 -4.933830064890000200e-01 0.000000000000000000e+00
6.900100000000000122e-01 0.000000000000000000e+00 2.499975160028728161e-01 2.484264138441271974e-01 -4.984239298470000135e-01 0.000000000000000000e+00
7.000100000000000211e-01 0.000000000000000000e+00 2.499883398568071569e-01 2.534263553261927870e-01 -5.034146951829999717e-01 0.000000000000000000e+00
7.100100000000000300e-01 0.000000000000000000e+00 2.499301805791535047e-01 2.584256210488464767e-01 -5.083558016279999814e-01 0.000000000000000000e+00
7.200100000000000389e-01 0.000000000000000000e+00 2.498244972963444555e-01 2.634232460456554792e-01 -5.132477433419999624e-01 0.000000000000000000e+00
7.300100000000000477e-01 0.000000000000000000e+00 2.496727153782016539e-01 2.684182940407983664e-01 -5.180910094189999926e-01 0.000000000000000000e+00
7.400099999999999456e-01 0.000000000000000000e+00 2.494762271514552321e-01 2.734098570165447439e-01 -5.228860841679999760e-01 0.000000000000000000e+00
7.500099999999999545e-01 0.000000000000000000e+00 2.492363925990502826e-01 2.783970545429497179e-01 -5.276334471420000005e-01 0.000000000000000000e+00
7.600099999999999634e-01 0.000000000000000000e+00 2.489545400512983009e-01 2.833790330377016775e-01 -5.323335730889999784e-01 0.000000000000000000e+00
7.700099999999999723e-01 0.000000000000000000e+00 2.486319668618191814e-01 2.883549651301808292e-01 -5.369869319919999828e-01 0.000000000000000000e+00
7.800099999999999811e-01 0.000000000000000000e+00 2.482699400664640510e-01 2.933240490790775534e-01 -5.415939891464583988e-01 0.000000000000000000e+00
7.900099999999999900e-01 0.000000000000000000e+00 2.478696970248225884e-01 2.982855082631774013e-01 -5.461552052879999897e-01 0.000000000000000000e+00
8.000099999999999989e-01 0.000000000000000000e+00 2.474324460544418680e-01 3.032385905005581805e-01 -5.506710365550000486e-01 0.000000000000000000e+00
8.100100000000000078e-01 0.000000000000000000e+00 2.469593670566200549e-01 3.081825674698248085e-01 -5.551419345275551143e-01 0.000000000000000000e+00
8.200100000000000167e-01 0.000000000000000000e+00 2.464516121256357661e-01 3.131167341193641374e-01 -5.595683462450000700e-01 0.000000000000000000e+00
8.300100000000000255e-01 0.000000000000000000e+00 2.459103061264506229e-01 3.180404082835494028e-01 -5.639507144099999980e-01 0.000000000000000000e+00
8.400100000000000344e-01 0.000000000000000000e+00 2.453365472902293842e-01 3.229529300087706778e-01 -5.682894772990000343e-01 0.000000000000000000e+00
8.500100000000000433e-01 0.000000000000000000e+00 2.447314077838151636e-01 3.278536610401847629e-01 -5.725850688239999542e-01 0.000000000000000000e+00
8.600100000000000522e-01 0.000000000000000000e+00 2.440959342945718535e-01 3.327419841150049962e-01 -5.768379184104230895e-01 0.000000000000000000e+00
8.700099999999999500e-01 0.000000000000000000e+00 2.434311485173949186e-01 3.376173029341861809e-01 -5.810484514504189457e-01 0.000000000000000000e+00
8.800099999999999589e-01 0.000000000000000000e+00 2.427380477345261189e-01 3.424790413114738863e-01 -5.852170890460000052e-01 0.000000000000000000e+00
8.900099999999999678e-01 0.000000000000000000e+00 2.420176053284079642e-01 3.473266427874133200e-01 -5.893442481161785818e-01 0.000000000000000000e+00
9.000099999999999767e-01 0.000000000000000000e+00 2.412707713436253176e-01 3.521595698531878593e-01 -5.934303411971868503e-01 0.000000000000000000e+00
9.100099999999999856e-01 0.000000000000000000e+00 2.404984728990387233e-01 3.569773040993638458e-01 -5.974757769975974631e-01 0.000000000000000000e+00
9.200099999999999945e-01 0.000000000000000000e+00 2.397016147414370302e-01 3.617793453399615888e-01 -6.014809600806014789e-01 0.000000000000000000e+00
9.300100000000000033e-01 0.000000000000000000e+00 2.388810797168740008e-01 3.665652112723369327e-01 -6.054462909887892152e-01 0.000000000000000000e+00
9.400100000000000122e-01 0.000000000000000000e+00 2.380377292662350375e-01 3.713344369082024476e-01 -6.093721661735626016e-01 0.000000000000000000e+00
9.500100000000000211e-01 0.000000000000000000e+00 2.371724038508156995e-01 3.760865743754108204e-01 -6.132589782277735324e-01 0.000000000000000000e+00
9.600100000000000300e-01 0.000000000000000000e+00 2.362859234185512858e-01 3.808211924240658686e-01 -6.171071158433829584e-01 0.000000000000000000e+00
9.700100000000000389e-01 0.000000000000000000e+00 2.353790878556115407e-01 3.855378759861466387e-01 -6.209169638402418645e-01 0.000000000000000000e+00
9.800100000000000477e-01 0.000000000000000000e+00 2.344526774227735921e-01 3.902362257612289054e-01 -6.246889031859975683e-01 0.000000000000000000e+00
9.900099999999999456e-01 0.000000000000000000e+00 2.335074531771296480e-01 3.949158578798429575e-01 -6.284233110590273785e-01 0.000000000000000000e+00
1.000010000000000066e+00 0.000000000000000000e+00 2.325441573801742823e-01 3.995764035466650710e-01 -6.321205609271606241e-01 0.000000000000000000e+00
1.010010000000000074e+00 0.000000000000000000e+00 2.315635139168130963e-01 4.042175086277300378e-01 -6.357810225454568753e-01 0.000000000000000000e+00
1.020010000000000083e+00 0.000000000000000000e+00 2.305662287037835712e-01 4.088388332434469419e-01 -6.394050619447695372e-01 0.000000000000000000e+00
1.030010000000000092e+00 0.000000000000000000e+00 2.295529900862279815e-01 4.134400514013459316e-01 -6.429930414864259980e-01 0.000000000000000000e+00
1.040010000000000101e+00 0.000000000000000000e+00 2.285244691765375979e-01 4.180208508578674986e-01 -6.465453200315949278e-01 0.000000000000000000e+00
1.050010000000000110e+00 0.000000000000000000e+00 2.274813202681318647e-01 4.225809325856177967e-01 -6.500622528542503442e-01 0.000000000000000000e+00
1.060009999999999897e+00 0.000000000000000000e+00 2.264241812062960657e-01 4.271200104551369225e-01 -6.535441916665670758e-01 0.000000000000000000e+00
1.070009999999999906e+00 0.000000000000000000e+00 2.253536737778504551e-01 4.316378107725268309e-01 -6.569914845556228400e-01 0.000000000000000000e+00
1.080009999999999915e+00 0.000000000000000000e+00 2.242704039693158569e-01 4.361340723725511404e-01 -6.604044763461329737e-01 0.000000000000000000e+00
1.090009999999999923e+00 0.000000000000000000e+00 2.231749623856779385e-01 4.406085459839858554e-01 -6.637835083703361727e-01 0.000000000000000000e+00
1.100009999999999932e+00 0.000000000000000000e+00 2.220679245779829114e-01 4.450609939983818930e-01 -6.671289185656351650e-01 0.000000000000000000e+00
1.110009999999999941e+00 0.000000000000000000e+00 2.209498514388094637e-01 4.494911898755188928e-01 -6.704410412996716362e-01 0.000000000000000000e+00
1.120009999999999950e+00 0.000000000000000000e+00 2.198212893780907007e-01 4.538989184984594805e-01 -6.737202078634497715e-01 0.000000000000000000e+00
1.130009999999999959e+00 0.000000000000000000e+00 2.186827707522809028e-01 4.582839754139045318e-01 -6.769667461618145143e-01 0.000000000000000000e+00
1.140009999999999968e+00 0.000000000000000000e+00 2.175348141442787486e-01 4.626461666767391900e-01 -6.801809808429819526e-01 0.000000000000000000e+00
1.150009999999999977e+00 0.000000000000000000e+00 2.163779246545622093e-01 4.669853086685987198e-01 -6.833632333608390397e-01 0.000000000000000000e+00
1.160009999999999986e+00 0.000000000000000000e+00 2.152125942274006332e-01 4.713012276782807541e-01 -6.865138219423185806e-01 0.000000000000000000e+00
1.170009999999999994e+00 0.000000000000000000e+00 2.140393019224217652e-01 4.755937597331660882e-01 -6.896330616724120066e-01 0.000000000000000000e+00
1.180010000000000003e+00 0.000000000000000000e+00 2.128585142035694378e-01 4.798627503472821521e-01 -6.927212645091485044e-01 0.000000000000000000e+00
1.190010000000000012e+00 0.000000000000000000e+00 2.116706852960036356e-01 4.841080539324825183e-01 -6.957787391395138243e-01 0.000000000000000000e+00
1.200010000000000021e+00 0.000000000000000000e+00 2.104762573568497164e-01 4.883295339984439210e-01 -6.988057912587064546e-01 0.000000000000000000e+00
1.210010000000000030e+00 0.000000000000000000e+00 2.092756607458050311e-01 4.925270629071185624e-01 -7.018027235990764723e-01 0.000000000000000000e+00
1.220010000000000039e+00 0.000000000000000000e+00 2.080693143391819655e-01 4.967005214162061311e-01 -7.047698358266120122e-01 0.000000000000000000e+00
1.230010000000000048e+00 0.000000000000000000e+00 2.068576257015601050e-01 5.008497988629807551e-01 -7.077074247754592262e-01 0.000000000000000000e+00
1.240010000000000057e+00 0.000000000000000000e+00 2.056409913691227553e-01 5.049747927932648484e-01 -7.106157844036123938e-01 0.000000000000000000e+00
1.250010000000000066e+00 0.000000000000000000e+00 2.044197971991069951e-01 5.090754082186885743e-01 -7.134952055822044725e-01 0.000000000000000000e+00
1.260010000000000074e+00 0.000000000000000000e+00 2.031944184847854218e-01 5.131515580312626668e-01 -7.163459764179520572e-01 0.000000000000000000e+00
1.270010000000000083e+00 0.000000000000000000e+00 2.019652203645502797e-01 5.172031620352737225e-01 -7.191683818901759562e-01 0.000000000000000000e+00
1.280010000000000092e+00 0.000000000000000000e+00 2.007325582204081416e-01 5.212301460319681556e-01 -7.219627035336236842e-01 0.000000000000000000e+00
1.290010000000000101e+00 0.000000000000000000e+00 1.994967772095147251e-01 5.252324445902109007e-01 -7.247292210002742596e-01 0.000000000000000000e+00
1.300010000000000110e+00 0.000000000000000000e+00 1.982582130875417403e-01 5.292099982752466181e-01 -7.274682107432115519e-01 0.000000000000000000e+00
1.310009999999999897e+00 0.000000000000000000e+00 1.970171922021791977e-01 5.331627544372238292e-01 -7.301799465545970591e-01 0.000000000000000000e+00
1.320009999999999906e+00 0.000000000000000000e+00 1.957740312467219079e-01 5.370906691048404902e-01 -7.328647005384375523e-01 0.000000000000000000e+00
1.330009999999999915e+00 0.000000000000000000e+00 1.945290385580026038e-01 5.409937018558852451e-01 -7.355227408321122207e-01 0.000000000000000000e+00
1.340009999999999923e+00 0.000000000000000000e+00 1.932825134792209021e-01 5.448718194595426612e-01 -7.381543334252363975e-01 0.000000000000000000e+00
1.350009999999999932e+00 0.000000000000000000e+00 1.920347467699117239e-01 5.487249947427053076e-01 -7.407597417193829692e-01 0.000000000000000000e+00
1.360009999999999941e+00 0.000000000000000000e+00 1.907860213694429208e-01 5.525532039246112692e-01 -7.433392254299459045e-01 0.000000000000000000e+00
1.370009999999999950e+00 0.000000000000000000e+00 1.895366114693294579e-01 5.563564313690483321e-01 -7.458930428676221469e-01 0.000000000000000000e+00
1.380009999999999959e+00 0.000000000000000000e+00 1.882867834670780283e-01 5.601346660394990185e-01 -7.484214494194230127e-01 0.000000000000000000e+00
1.390009999999999968e+00 0.000000000000000000e+00 1.870367959903313226e-01 5.638879020566291977e-01 -7.509246978830396158e-01 0.000000000000000000e+00
1.400009999999999977e+00 0.000000000000000000e+00 1.857869000071140919e-01 5.676161389122512668e-01 -7.534030386346346475e-01 0.000000000000000000e+00
1.410009999999999986e+00 0.000000000000000000e+00 1.845373390889016030e-01 5.713193808063472545e-01 -7.558567194867511496e-01 0.000000000000000000e+00
1.420009999999999994e+00 0.000000000000000000e+00 1.832883495552921349e-01 5.749976366731853750e-01 -7.582859857595224407e-01 0.000000000000000000e+00
1.430010000000000003e+00 0.000000000000000000e+00 1.820401606208603973e-01 5.786509201424302473e-01 -7.606910803507093144e-01 0.000000000000000000e+00
1.440010000000000012e+00 0.000000000000000000e+00 1.807929945190253351e-01 5.822792496387396710e-01 -7.630722438382350203e-01 0.000000000000000000e+00
1.450010000000000021e+00 0.000000000000000000e+00 1.795470667097680273e-01 5.858826479735016468e-01 -7.654297144007303766e-01 0.000000000000000000e+00
1.460010000000000030e+00 0.000000000000000000e+00 1.783025860719332500e-01 5.894611419979085554e-01 -7.677637278001582244e-01 0.000000000000000000e+00
1.470010000000000039e+00 0.000000000000000000e+00 1.770597549923071390e-01 5.930147628509315760e-01 -7.700745175027612355e-01 0.000000000000000000e+00
1.480010000000000048e+00 0.000000000000000000e+00 1.758187696223114105e-01 5.965435453587430992e-01 -7.723623145229454590e-01 0.000000000000000000e+00
1.490010000000000057e+00 0.000000000000000000e+00 1.745798200425071334e-01 6.000475278333978757e-01 -7.746273474220949362e-01 0.000000000000000000e+00
1.500010000000000066e+00 0.000000000000000000e+00 1.733430901425450088e-01 6.035267530599534025e-01 -7.768698428015016200e-01 0.000000000000000000e+00
1.510010000000000074e+00 0.000000000000000000e+00 1.721087580142788287e-01 6.069812671199442677e-01 -7.790900248717768095e-01 0.000000000000000000e+00
1.520010000000000083e+00 0.000000000000000000e+00 1.708769959922617765e-01 6.104111197082741080e-01 -7.812881156534640104e-01 0.000000000000000000e+00
1.530010000000000092e+00 0.000000000000000000e+00 1.696479706871574789e-01 6.138163644457638179e-01 -7.834643351690786517e-01 0.000000000000000000e+00
1.540010000000000101e+00 0.000000000000000000e+00 1.684218433939130843e-01 6.171970575652387936e-01 -7.856189009968481685e-01 0.000000000000000000e+00
1.550010000000000110e+00 0.000000000000000000e+00 1.671987699954950168e-01 6.205532587824101887e-01 -7.877520286680947947e-01 0.000000000000000000e+00
1.560009999999999897e+00 0.000000000000000000e+00 1.659789011622507804e-01 6.238850308952015311e-01 -7.898639315805477956e-01 0.000000000000000000e+00
1.570009999999999906e+00 0.000000000000000000e+00 1.647623827753364190e-01 6.271924384433695820e-01 -7.919548205032940213e-01 0.000000000000000000e+00
1.580009999999999915e+00 0.000000000000000000e+00 1.635493554069685218e-01 6.304755502334978834e-01 -7.940249046935334842e-01 0.000000000000000000e+00
1.590009999999999923e+00 0.000000000000000000e+00 1.623399549117438001e-01 6.337344373028260813e-01 -7.960743911134300355e-01 0.000000000000000000e+00
1.600009999999999932e+00 0.000000000000000000e+00 1.611343124233367563e-01 6.369691733046727311e-01 -7.981034846519904358e-01 0.000000000000000000e+00
1.610009999999999941e+00 0.000000000000000000e+00 1.599325544725938575e-01 6.401798344160009036e-01 -8.001123881414051731e-01 0.000000000000000000e+00
1.620009999999999950e+00 0.000000000000000000e+00 1.587348028875232575e-01 6.433665003095903057e-01 -8.021013027188863553e-01 0.000000000000000000e+00
1.630009999999999959e+00 0.000000000000000000e+00 1.575411752452694769e-01 6.465292523245519396e-01 -8.040704272861785018e-01 0.000000000000000000e+00
1.640009999999999968e+00 0.000000000000000000e+00 1.563517848623706963e-01 6.496681739283384216e-01 -8.060199587232910190e-01 0.000000000000000000e+00
1.650009999999999977e+00 0.000000000000000000e+00 1.551667408156412742e-01 6.527833511022121948e-01 -8.079500920381466056e-01 0.000000000000000000e+00
1.660009999999999986e+00 0.000000000000000000e+00 1.539861480863185528e-01 6.558748720280467293e-01 -8.098610203256346729e-01 0.000000000000000000e+00
1.670009999999999994e+00 0.000000000000000000e+00 1.528101077654206164e-01 6.589428265954918595e-01 -8.117529346130876178e-01 0.000000000000000000e+00
1.680010000000000003e+00 0.000000000000000000e+00 1.516387171182262406e-01 6.619873064605863444e-01 -8.136260239331873922e-01 0.000000000000000000e+00
1.690010000000000012e+00 0.000000000000000000e+00 1.504720694063137743e-01 6.650084059983613072e-01 -8.154804757833250539e-01 0.000000000000000000e+00
1.700010000000000021e+00 0.000000000000000000e+00 1.493102542849260306e-01 6.680062210877801832e-01 -8.173164756532937947e-01 0.000000000000000000e+00
1.710010000000000030e+00 0.000000000000000000e+00 1.481533577940830626e-01 6.709808493912473581e-01 -8.191342072026694954e-01 0.000000000000000000e+00
1.720010000000000039e+00 0.000000000000000000e+00 1.470014624907232392e-01 6.739323901558637031e-01 -8.209338522194130627e-01 0.000000000000000000e+00
1.730010000000000048e+00 0.000000000000000000e+00 1.458546477955143250e-01 6.768609431487639938e-01 -8.227155902477216731e-01 0.000000000000000000e+00
1.740010000000000057e+00 0.000000000000000000e+00 1.447129893768620001e-01 6.797666112201550259e-01 -8.244795996689830986e-01 0.000000000000000000e+00
1.750010000000000066e+00 0.000000000000000000e+00 1.435765598109630670e-01 6.826494980837310989e-01 -8.262260568433058561e-01 0.000000000000000000e+00
1.760010000000000074e+00 0.000000000000000000e+00 1.424454285024472078e-01 6.855097088432909880e-01 -8.279551363722618129e-01 0.000000000000000000e+00
1.770010000000000083e+00 0.000000000000000000e+00 1.413196617694459645e-01 6.883473499207314328e-01 -8.296670111118225055e-01 0.000000000000000000e+00
1.780010000000000092e+00 0.000000000000000000e+00 1.401993228086532983e-01 6.911625297348678032e-01 -8.313618523404788796e-01 0.000000000000000000e+00
1.790010000000000101e+00 0.000000000000000000e+00 1.390844719804985585e-01 6.939553572443242224e-01 -8.330398294911772750e-01 0.000000000000000000e+00
1.800010000000000110e+00 0.000000000000000000e+00 1.379751667750948874e-01 6.967259426337407691e-01 -8.347011103211643412e-01 0.000000000000000000e+00
1.810009999999999897e+00 0.000000000000000000e+00 1.368714618685907825e-01 6.994743973292167905e-01 -8.363458609561923440e-01 0.000000000000000000e+00
1.820009999999999906e+00 0.000000000000000000e+00 1.357734092130487569e-01 7.022008338436802610e-01 -8.379742458672709837e-01 0.000000000000000000e+00
1.830009999999999915e+00 0.000000000000000000e+00 1.346810579991750689e-01 7.049053662037495505e-01 -8.395864280530754842e-01 0.000000000000000000e+00
1.840009999999999923e+00 0.000000000000000000e+00 1.335944548110585828e-01 7.075881095063749626e-01 -8.411825689165663977e-01 0.000000000000000000e+00
1.850009999999999932e+00 0.000000000000000000e+00 1.325136438294594599e-01 7.102491792306345753e-01 -8.427628281059058590e-01 0.000000000000000000e+00
1.860009999999999941e+00 0.000000000000000000e+00 1.314386666960668526e-01 7.128886921195040083e-01 -8.443273638064290321e-01 0.000000000000000000e+00
1.870009999999999950e+00 0.000000000000000000e+00 1.303695626373302108e-01 7.155067658361323746e-01 -8.458763326725374787e-01 0.000000000000000000e+00
1.880009999999999959e+00 0.000000000000000000e+00 1.293063687094728187e-01 7.181035182039056108e-01 -8.474098895866215564e-01 0.000000000000000000e+00
1.890009999999999968e+00 0.000000000000000000e+00 1.282491204558001419e-01 7.206790647602846489e-01 -8.489281868839151368e-01 0.000000000000000000e+00
1.900009999999999977e+00 0.000000000000000000e+00 1.271978500493997077e-01 7.232335263899637434e-01 -8.504313769766365105e-01 0.000000000000000000e+00
1.910009999999999986e+00 0.000000000000000000e+00 1.261525879952724027e-01 7.257670226897258159e-01 -8.519196101150017242e-01 0.000000000000000000e+00
1.920009999999999994e+00 0.000000000000000000e+00 1.251133627355008882e-01 7.282796737524874775e-01 -8.533930350340116489e-01 0.000000000000000000e+00
1.930010000000000003e+00 0.000000000000000000e+00 1.240802007031574783e-01 7.307716001094196612e-01 -8.548517989614228263e-01 0.000000000000000000e+00
1.940010000000000012e+00 0.000000000000000000e+00 1.230531260991279824e-01 7.332429242865510233e-01 -8.562960479823210624e-01 0.000000000000000000e+00
1.950010000000000021e+00 0.000000000000000000e+00 1.220321614870139293e-01 7.356937676835428874e-01 -8.577259263774432707e-01 0.000000000000000000e+00
1.960010000000000030e+00 0.000000000000000000e+00 1.210173275488463790e-01 7.381242522270723416e-01 -8.591415770140813368e-01 0.000000000000000000e+00
1.970010000000000039e+00 0.000000000000000000e+00 1.200086431148501415e-01 7.405345004273395926e-01 -8.605431413798103613e-01 0.000000000000000000e+00
1.980010000000000048e+00 0.000000000000000000e+00 1.190061252566635280e-01 7.429246351307138285e-01 -8.619307595506227049e-01 0.000000000000000000e+00
1.990010000000000057e+00 0.000000000000000000e+00 1.180097890588921727e-01 7.452947807218769372e-01 -8.633045705372308642e-01 0.000000000000000000e+00
2.000010000000000066e+00 0.000000000000000000e+00 1.170196477996597040e-01 7.476450624971348047e-01 -8.646647121392055935e-01 0.000000000000000000e+00
2.010009999999999852e+00 0.000000000000000000e+00 1.160357135801029366e-01 7.499756039684249975e-01 -8.660113202334721594e-01 0.000000000000000000e+00
2.020010000000000083e+00 0.000000000000000000e+00 1.150579966676835014e-01 7.522865300269004907e-01 -8.673445296514160630e-01 0.000000000000000000e+00
2.030009999999999870e+00 0.000000000000000000e+00 1.140865057544705186e-01 7.545779659279016061e-01 -8.686644739436277796e-01 0.000000000000000000e+00
2.040010000000000101e+00 0.000000000000000000e+00 1.131212480920385649e-01 7.568500368863659844e-01 -8.699712852655953066e-01 0.000000000000000000e+00
2.050009999999999888e+00 0.000000000000000000e+00 1.121622308548167191e-01 7.591028622994665520e-01 -8.712650927937167777e-01 0.000000000000000000e+00
2.060010000000000119e+00 0.000000000000000000e+00 1.112094579254040844e-01 7.613365698285611272e-01 -8.725460267200348952e-01 0.000000000000000000e+00
2.070009999999999906e+00 0.000000000000000000e+00 1.102629325467109483e-01 7.635512840653446709e-01 -8.738142150539444097e-01 0.000000000000000000e+00
2.080010000000000137e+00 0.000000000000000000e+00 1.093226566589323157e-01 7.657471295343940554e-01 -8.750697845186736767e-01 0.000000000000000000e+00
2.090009999999999923e+00 0.000000000000000000e+00 1.083886309392982639e-01 7.679242306598385026e-01 -8.763128605388631476e-01 0.000000000000000000e+00
2.100010000000000154e+00 0.000000000000000000e+00 1.074608543611302175e-01 7.700827141488610916e-01 -8.775435678220087077e-01 0.000000000000000000e+00
2.110009999999999941e+00 0.000000000000000000e+00 1.065393250060008012e-01 7.722227050735780418e-01 -8.787620294624212125e-01 0.000000000000000000e+00
2.120010000000000172e+00 0.000000000000000000e+00 1.056240399349963749e-01 7.743443276677398623e-01 -8.799683671592638534e-01 0.000000000000000000e+00
2.130009999999999959e+00 0.000000000000000000e+00 1.047149949227579313e-01 7.764477068214227229e-01 -8.811627015698192400e-01 0.000000000000000000e+00
2.140010000000000190e+00 0.000000000000000000e+00 1.038121846241589624e-01 7.785329673673139217e-01 -8.823451521665270914e-01 0.000000000000000000e+00
2.150009999999999977e+00 0.000000000000000000e+00 1.029156026485349151e-01 7.806002339912613275e-01 -8.835158371982038128e-01 0.000000000000000000e+00
2.160010000000000208e+00 0.000000000000000000e+00 1.020252416120585592e-01 7.826496311590823707e-01 -8.846748736768590415e-01 0.000000000000000000e+00
2.170009999999999994e+00 0.000000000000000000e+00 1.011410929951642584e-01 7.846812834725724883e-01 -8.858223776162631458e-01 0.000000000000000000e+00
2.180009999999999781e+00 0.000000000000000000e+00 1.002631473411429303e-01 7.866953153037402613e-01 -8.869584638251168940e-01 0.000000000000000000e+00
2.190010000000000012e+00 0.000000000000000000e+00 9.939139423196759193e-02 7.886918508818639983e-01 -8.880832459901684128e-01 0.000000000000000000e+00
2.200009999999999799e+00 0.000000000000000000e+00 9.852582232082432445e-02 7.906710142825801313e-01 -8.891968366825955261e-01 0.000000000000000000e+00
