time	i_D	u_D	i_L	u_L	i_R	u_R	i_V	u_V
2.42001	-9.86161197921e-41	-0.0889216165549	0.911078383433	0.088921616706	0.911078383456	0.911078383456	-0.911078383445	1.
2.43001	-1.39936448338e-40	-0.088036831681	0.911963168302	0.0880368318954	0.911963168335	0.911963168335	-0.911963168318	1.
2.44001	-2.11715683109e-40	-0.0871608505579	0.912839149416	0.0871608508823	0.912839149466	0.912839149466	-0.912839149441	1.
2.45001	-2.41225214478e-40	-0.0862935856517	0.913706414318	0.0862935860213	0.913706414376	0.913706414376	-0.913706414347	1.
2.46001	-2.66600928362e-40	-0.0854349502107	0.914565049756	0.0854349506192	0.91456504982	0.91456504982	-0.914565049788	1.
2.47001	-2.84702030195e-40	-0.0845848583787	0.915415141586	0.0845848588149	0.915415141654	0.915415141654	-0.91541514162	1.
2.48001	-2.90745489666e-40	-0.0837432251541	0.91625677481	0.0837432255996	0.916256774879	0.916256774879	-0.916256774845	1.
2.49001	-2.78025346535e-40	-0.0829099663806	0.917090033585	0.0829099668066	0.917090033651	0.917090033651	-0.917090033618	1.
2.50001	-2.37632016463e-40	-0.0820849987383	0.917915001232	0.0820849991024	0.917915001289	0.917915001289	-0.917915001261	1.
2.51001	-1.5817159683e-40	-0.081268239735	0.918731760245	0.0812682399773	0.918731760283	0.918731760283	-0.918731760264	1.
2.52001	-2.54851725581e-41	-0.0804596076966	0.9195403923	0.0804596077357	0.919540392306	0.919540392306	-0.919540392303	1.
2.53001	4.8853941581e-41	-0.079659021702	0.920340978304	0.0796590216271	0.920340978292	0.920340978292	-0.920340978298	1.
2.54001	1.0266252133e-40	-0.0788664016948	0.921133598318	0.0788664015375	0.921133598294	0.921133598294	-0.921133598306	1.
2.55001	1.46548495435e-40	-0.0780816683965	0.921918331622	0.078081668172	0.921918331587	0.921918331587	-0.921918331604	1.
2.56001	1.72943709234e-40	-0.0773047433017	0.92269525672	0.0773047430367	0.922695256679	0.922695256679	-0.922695256699	1.
2.57001	1.7284631961e-40	-0.0765355486755	0.923464451346	0.0765355484107	0.923464451305	0.923464451305	-0.923464451325	1.
2.58001	1.35716777111e-40	-0.0757740075454	0.924225992472	0.0757740073375	0.924225992439	0.924225992439	-0.924225992455	1.
2.59001	4.93738080607e-41	-0.0750200436913	0.924979956315	0.0750200436156	0.924979956303	0.924979956303	-0.924979956309	1.
2.60001	1.15074443562e-41	-0.0742735821493	0.925726417852	0.0742735821317	0.925726417849	0.925726417849	-0.925726417851	1.
2.61001	-2.13504127524e-41	-0.0735345480503	0.926465451947	0.073534548083	0.926465451952	0.926465451952	-0.92646545195	1.
2.62001	-5.35086232418e-41	-0.072802867439	0.927197132554	0.072802867521	0.927197132567	0.927197132567	-0.927197132561	1.
