time	y	v
1e-05	10.	0.
0.10001	9.95095	-0.981
0.20001	9.8038	-1.962
0.30001	9.55855	-2.943
0.40001	9.2152	-3.924
0.50001	8.77375	-4.905
0.60001	8.2342	-5.886
0.70001	7.59655	-6.867
0.80001	6.8608	-7.848
0.90001	6.02695	-8.829
1.00001	5.095	-9.81
1.10001	4.06495	-10.791
1.20001	2.9368	-11.772
1.30001	1.71055	-12.753
1.40001	0.3862	-13.734
1.42785312288	1.4521114935e-09	-14.0071410349
1.42785312293	1.4521114935e-09	9.80499872443
1.52785312293	0.931449873895	8.82399872443
1.62785312293	1.76479974634	7.84299872443
1.72785312293	2.50004961878	6.86199872443
1.82785312293	3.13719949122	5.88099872443
1.92785312293	3.67624936367	4.89999872443
2.02785312293	4.11719923611	3.91899872443
2.12785312293	4.46004910855	2.93799872443
2.22785312293	4.70479898099	1.95699872443
2.32785312293	4.85144885344	0.975998724428
2.42785312293	4.89999872588	-0.00500127557175
2.52785312293	4.85044859832	-0.986001275572
2.62785312293	4.70279847077	-1.96700127557
2.72785312293	4.45704834321	-2.94800127557
2.82785312293	4.11319821565	-3.92900127557
2.92785312293	3.67124808809	-4.91000127557
3.02785312293	3.13119796054	-5.89100127557
3.12785312293	2.49304783298	-6.87200127557
3.22785312293	1.75679770542	-7.85300127557
3.32785312293	0.922447577866	-8.83400127557
3.42683349494	1.80700893831e-09	-9.80499872407
3.42683349503	1.80700893831e-09	6.86349910685
3.52683349503	0.637299912492	5.88249910685
3.62683349503	1.17649982318	4.90149910685
3.72683349503	1.61759973386	3.92049910685
3.82683349503	1.96059964455	2.93949910685
3.92683349503	2.20549955523	1.95849910685
4.02683349503	2.35229946592	0.977499106851
4.12683349503	2.4009993766	-0.00350089314877
4.22683349503	2.35159928729	-0.984500893149
4.32683349503	2.20409919797	-1.96550089315
4.42683349503	1.95849910866	-2.94650089315
4.52683349503	1.61479901934	-3.92750089315
4.62683349503	1.17299893003	-4.90850089315
4.72683349503	0.633098840714	-5.88950089315
4.82611975552	1.26877768567e-09	-6.86349910762
4.82611975561	1.26877768567e-09	4.80444937533
4.92611975561	0.431394938802	3.82344937533
5.02611975561	0.764689876336	2.84244937533
5.12611975561	0.999884813869	1.86144937533
5.22611975561	1.1369797514	0.880449375334
5.32611975561	1.17597468894	-0.100550624666
5.42611975561	1.11686962647	-1.08155062467
5.52611975561	0.959664564003	-2.06255062467
5.62611975561	0.704359501536	-3.04355062467
5.72611975561	0.35095443907	-4.02455062467
5.80562013813	7.11232080175e-10	-4.80444937647
5.8056201382	7.11232080175e-10	3.36311456353
5.9056201382	0.287261457064	2.38211456353
6.0056201382	0.476422913417	1.40111456353
6.1056201382	0.567484369771	0.420114563531
6.2056201382	0.560445826124	-0.560885436469
6.3056201382	0.455307282477	-1.54188543647
6.4056201382	0.25206873883	-2.52288543647
6.49127040613	5.360859868e-10	-3.36311456404
6.49127040621	5.360859868e-10	2.35418019483
6.59127040621	0.186368020019	1.37318019483
6.69127040621	0.274636039502	0.392180194829
6.79127040621	0.264804058985	-0.588819805171
6.89127040621	0.156872078468	-1.56981980517
6.97122559389	3.50601208655e-10	-2.3541801956
6.97122559397	3.50601208655e-10	1.64792613692
7.	0.0433569207282	1.36564921372
