0.	0.	
0.02	1.4133925857	
0.03	1.41265564408	
0.04	1.41142835162	
0.05	1.40970912243	
0.06	1.40749668363	
0.07	1.40478952114	
0.08	1.4015857155	
0.09	1.39788308147	
0.1	1.39367927086	
0.11	1.38897181622	
0.12	1.38375757631	
0.13	1.37803343483	
0.14	1.37179605441	
0.15	1.36504166326	
0.16	1.35776659323	
0.17	1.34996683027	
0.18	1.3416382913	
0.19	1.33277679004	
0.2	1.3233779768	
0.21	1.31343749799	
0.22	1.30295097695	
0.23	1.2919140812	
0.24	1.28032249237	
0.25	1.268172038	
0.26	1.25545866656	
0.27	1.24217848266	
0.28	1.22832783669	
0.29	1.21390328248	
0.3	1.19890154449	
0.31	1.18331994347	
0.32	1.1671557732	
0.33	1.15040694046	
0.34	1.133071974	
0.35	1.1151492766	
0.36	1.09663853631	
0.37	1.0775394128	
0.38	1.05785223634	
0.39	1.03757833924	
0.4	1.01671916086	
0.41	0.995277001258	
0.42	0.97325539843	
0.43	0.950657847932	
0.44	0.927489280198	
0.45	0.903755400127	
0.46	0.879462328177	
0.47	0.854617308031	
0.48	0.829228196538	
0.49	0.803304162726	
0.5	0.776854988351	
0.51	0.749891611228	
0.52	0.722425746057	
0.53	0.694470035862	
0.54	0.666038019164	
0.55	0.637144147797	
0.56	0.607803785363	
0.57	0.578033186638	
0.58	0.547849503569	
0.59	0.517270728802	
0.6	0.486315713112	
0.61	0.45500409989	
0.62	0.423356319709	
0.63	0.391393529005	
0.64	0.359137601395	
0.65	0.326611056144	
0.66	0.29383701396	
0.67	0.260839252886	
0.68	0.227641934183	
0.69	0.194269857299	
0.7	0.160748063557	
0.71	0.127102091412	
0.72	0.0933576719736	
0.73	0.0595408167967	
0.74	0.0256777419379	
0.75	-0.00820535386847	
0.76	-0.0420820186726	
0.77	-0.0759260377727	
0.78	-0.109711071902	
0.79	-0.143411089168	
0.8	-0.177000265415	
0.81	-0.210452922303	
0.82	-0.243743982678	
0.83	-0.276848183276	
0.84	-0.309741532209	
0.85	-0.342399493129	
0.86	-0.374799097629	
0.87	-0.406917110103	
0.88	-0.438731487139	
0.89	-0.470220353228	
0.9	-0.501362847567	
0.91	-0.532138878752	
0.92	-0.562529229836	
0.93	-0.592515735487	
0.94	-0.622080819617	
0.95	-0.651207723864	
0.96	-0.679880587377	
0.97	-0.708084463922	
0.98	-0.735805332837	
0.99	-0.763030097258	
1.	-0.789746579824	
1.01	-0.815943519648	
1.02	-0.841610568637	
1.03	-0.866738282068	
1.04	-0.891318117718	
1.05	-0.915342408669	
1.06	-0.938804393437	
1.07	-0.96169807521	
1.08	-0.984018410696	
1.09	-1.00576100624	
1.1	-1.02692238491	
1.11	-1.04749972592	
1.12	-1.06749092102	
1.13	-1.0868946314	
1.14	-1.10570998294	
1.15	-1.12393696861	
1.16	-1.14157582573	
1.17	-1.15862769932	
1.18	-1.17509392521	
1.19	-1.1909764828	
1.2	-1.20627768691	
1.21	-1.22100019988	
1.22	-1.23514702796	
1.23	-1.24872153398	
1.24	-1.26172726024	
1.25	-1.27416796359	
1.26	-1.28604763824	
1.27	-1.2973705033	
1.28	-1.30814074168	
1.29	-1.31836276732	
1.3	-1.32804088849	
1.31	-1.33717941533	
1.32	-1.34578265063	
1.33	-1.35385483623	
1.34	-1.36140014326	
1.35	-1.36842261919	
1.36	-1.37492617495	
1.37	-1.38091454891	
1.38	-1.38639128301	
1.39	-1.39135971313	
1.4	-1.39582284143	
1.41	-1.39978350408	
1.42	-1.40324427238	
1.43	-1.40620740825	
1.44	-1.40867498822	
1.45	-1.41064861636	
1.46	-1.41212963707	
1.47	-1.41311917439	
1.48	-1.41361776084	
1.49	-1.4136258298	
1.5	-1.41314337837	
1.51	-1.41217002813	
1.52	-1.41070512444	
1.53	-1.40874766628	
1.54	-1.40629630711	
1.55	-1.40334938141	
1.56	-1.39990495932	
1.57	-1.39596074705	
1.58	-1.39151420623	
1.59	-1.38656251885	
1.6	-1.38110257822	
1.61	-1.37513111193	
1.62	-1.3686445571	
1.63	-1.36163918699	
1.64	-1.35411112983	
1.65	-1.34605631059	
1.66	-1.33747059666	
1.67	-1.32834972297	
1.68	-1.31868936151	
1.69	-1.30848519583	
1.7	-1.2977328555	
1.71	-1.28642804139	
1.72	-1.27456652106	
1.73	-1.26214413845	
1.74	-1.24915693228	
1.75	-1.23560107165	
1.76	-1.22147296268	
1.77	-1.20676928437	
1.78	-1.19148698202	
1.79	-1.17562336283	
1.8	-1.15917609534	
1.81	-1.14214326203	
1.82	-1.12452341252	
1.83	-1.10631557899	
1.84	-1.08751932807	
1.85	-1.06813479778	
1.86	-1.04816273728	
1.87	-1.02760451967	
1.88	-1.00646221782	
1.89	-0.984738622107	
1.9	-0.962437167919	
1.91	-0.939562188019	
1.92	-0.916118934483	
1.93	-0.892113227328	
1.94	-0.867546894332	
1.95	-0.842422053419	
1.96	-0.816774089364	
1.97	-0.790597415385	
1.98	-0.763901073835	
1.99	-0.736696754026	
2.	-0.708997022278	
2.01	-0.680813371017	
2.02	-0.652159639934	
2.03	-0.623051790008	
2.04	-0.593505221759	
2.05	-0.56353672034	
2.06	-0.533163328589	
2.07	-0.502404882848	
2.08	-0.47127962353	
2.09	-0.439805508046	
2.1	-0.408004887779	
2.11	-0.375899803051	
2.12	-0.343512443601	
2.13	-0.310865831062	
2.14	-0.27798337002	
2.15	-0.244888976244	
2.16	-0.211606519588	
2.17	-0.178161519379	
2.18	-0.144578649986	
2.19	-0.110884031537	
2.2	-0.0771031154821	
2.21	-0.043262020167	
2.22	-0.0093871935328	
2.23	0.0244949737676	
2.24	0.0583581249022	
2.25	0.0921759727714	
2.26	0.125922346522	
2.27	0.159571245212	
2.28	0.193096908042	
2.29	0.226473858598	
2.3	0.259676981015	
2.31	0.292681489606	
2.32	0.32546311553	
2.33	0.357998090753	
2.34	0.390263244522	
2.35	0.422235989818	
2.36	0.453894585721	
2.37	0.485217797228	
2.38	0.51618515671	
2.39	0.546776977019	
2.4	0.576974419023	
2.41	0.606759447078	
2.42	0.636114836217	
2.43	0.665024327869	
2.44	0.693472893837	
2.45	0.72144590579	
2.46	0.748929884343	
2.47	0.775911608605	
2.48	0.802379971535	
2.49	0.828323886433	
2.5	0.853733136468	
2.51	0.878599116998	
2.52	0.902913442858	
2.53	0.926668750246	
2.54	0.949859061347	
2.55	0.972478142713	
2.56	0.994521357515	
2.57	1.01598497002	
2.58	1.03686587804	
2.59	1.05716155265	
2.6	1.07687040301	
2.61	1.09599141799	
2.62	1.1145240403	
2.63	1.13246843581	
2.64	1.14982544238	
2.65	1.16659618267	
2.66	1.18278243627	
2.67	1.19838591683	
2.68	1.2134090513	
2.69	1.2278547715	
2.7	1.24172639671	
2.71	1.25502740035	
2.72	1.26776152845	
2.73	1.27993266303	
2.74	1.29154483819	
2.75	1.3026020993	
2.76	1.31310879752	
2.77	1.32306918469	
2.78	1.33248763582	
2.79	1.34136847602	
2.8	1.34971602052	
2.81	1.35753448466	
2.82	1.36482803214	
2.83	1.3716006249	
2.84	1.37785611335	
2.85	1.38359817099	
2.86	1.38883021783	
2.87	1.39355548868	
2.88	1.39777689653	
2.89	1.40149715295	
2.9	1.40471869297	
2.91	1.40744362765	
2.92	1.40967379023	
2.93	1.41141070176	
2.94	1.41265552842	
2.95	1.41340897512	
2.96	1.41367168989	
2.97	1.41344370328	
2.98	1.41272496851	
2.99	1.41151510576	
3.	1.40981284334	
3.01	1.40761713015	
3.02	1.40492671524	
3.03	1.40174040873	
3.04	1.39805485684	
3.05	1.39386830404	
3.06	1.38917832826	
3.07	1.38398245221	
3.08	1.37827698429	
3.09	1.37205859077	
3.1	1.36532349399	
3.11	1.3580677538	
3.12	1.35028740186	
3.13	1.34197830868	
3.14	1.33313633282	
3.15	1.32375715547	
3.16	1.31383655316	
3.17	1.30337010186	
3.18	1.29235352249	
3.19	1.28078263199	
3.2	1.2686530275	
3.21	1.25596095098	
3.22	1.24270227582	
3.23	1.22887321596	
3.24	1.2144705706	
3.25	1.19949079207	
3.26	1.18393122166	
3.27	1.16778929878	
3.28	1.15106264294	
3.29	1.13374994707	
3.3	1.1158496332	
3.31	1.09736093469	
3.32	1.07828374394	
3.33	1.05861825597	
3.34	1.03836568641	
3.35	1.01752773222	
3.36	0.99610692029	
3.37	0.974106465322	
3.38	0.95153023298	
3.39	0.92838303127	
3.4	0.904670222371	
3.41	0.880398170912	
3.42	0.855574019917	
3.43	0.830205708254	
3.44	0.804302303356	
3.45	0.777873475231	
3.46	0.750930113718	
3.47	0.723483799083	
3.48	0.695547144141	
3.49	0.667133681393	
3.5	0.638257826569	
3.51	0.608934920616	
3.52	0.579181223516	
3.53	0.549013807418	
3.54	0.518450701608	
3.55	0.487510647296	
3.56	0.456213315126	
3.57	0.424579057477	
3.58	0.392629037852	
3.59	0.360385088813	
3.6	0.327869692633	
3.61	0.29510599071	
3.62	0.262117667251	
3.63	0.22892893332	
3.64	0.195564484601	
3.65	0.162049416863	
3.66	0.128409179403	
3.67	0.0946695142235	
3.68	0.0608564254985	
3.69	0.0269960812253	
3.7	-0.00688524066887	
3.71	-0.0407612074104	
3.72	-0.0746055342272	
3.73	-0.108392002932	
3.74	-0.142094522777	
3.75	-0.175687248796	
3.76	-0.209144485805	
3.77	-0.242440878765	
3.78	-0.275551467337	
3.79	-0.308451732398	
3.8	-0.341117660831	
3.81	-0.373525764524	
3.82	-0.405653197414	
3.83	-0.437477756422	
3.84	-0.468977876815	
3.85	-0.500132734591	
