time	y	v	a
5.34612288417	1.17197017121	-0.296811572195	-9.81
5.35612288417	1.16851155548	-0.394911572195	-9.81
5.36612288417	1.16407193976	-0.493011572195	-9.81
5.37612288417	1.15865132404	-0.591111572195	-9.81
5.38612288417	1.15224970831	-0.689211572195	-9.81
5.39612288417	1.14486709259	-0.787311572195	-9.81
5.40612288417	1.13650347687	-0.885411572195	-9.81
5.41612288417	1.12715886114	-0.983511572195	-9.81
5.42612288417	1.11683324542	-1.08161157219	-9.81
5.43612288417	1.1055266297	-1.17971157219	-9.81
5.44612288417	1.09323901397	-1.27781157219	-9.81
5.45612288417	1.07997039825	-1.37591157219	-9.81
5.46612288417	1.06572078253	-1.47401157219	-9.81
5.47612288417	1.0504901668	-1.57211157219	-9.81
5.48612288417	1.03427855108	-1.67021157219	-9.81
5.49612288417	1.01708593536	-1.76831157219	-9.81
5.50612288417	0.998912319633	-1.86641157219	-9.81
5.51612288417	0.97975770391	-1.96451157219	-9.81
5.52612288417	0.959622088187	-2.06261157219	-9.81
5.53612288417	0.938505472463	-2.16071157219	-9.81
5.54612288417	0.91640785674	-2.25881157219	-9.81
5.55612288417	0.893329241017	-2.35691157219	-9.81
5.56612288417	0.869269625294	-2.45501157219	-9.81
5.57612288417	0.844229009571	-2.55311157219	-9.81
5.58612288417	0.818207393848	-2.65121157219	-9.81
5.59612288417	0.791204778125	-2.74931157219	-9.81
5.60612288417	0.763221162403	-2.84741157219	-9.81
5.61612288417	0.73425654668	-2.94551157219	-9.81
5.62612288417	0.704310930957	-3.04361157219	-9.81
5.63612288417	0.673384315234	-3.14171157219	-9.81
5.64612288417	0.641476699511	-3.23981157219	-9.81
5.65612288417	0.608588083789	-3.33791157219	-9.81
5.66612288417	0.574718468066	-3.43601157219	-9.81
5.67612288417	0.539867852343	-3.53411157219	-9.81
5.68612288417	0.504036236621	-3.63221157219	-9.81
5.69612288417	0.467223620898	-3.73031157219	-9.81
5.70612288417	0.429430005175	-3.82841157219	-9.81
5.71612288417	0.390655389453	-3.92651157219	-9.81
5.72612288417	0.35089977373	-4.02461157219	-9.81
5.73612288417	0.310163158007	-4.12271157219	-9.81
5.74612288417	0.268445542284	-4.22081157219	-9.81
5.75612288417	0.225746926561	-4.31891157219	-9.81
5.76612288417	0.182067310838	-4.41701157219	-9.81
5.77612288417	0.137406695115	-4.51511157219	-9.81
5.78612288417	0.0917650793918	-4.61321157219	-9.81
5.79612288417	0.0451424636688	-4.71131157219	-9.81
5.80561088011	2.8020608485e-10	-4.80438881172	-9.81
5.80562088018	2.80206084877e-10	3.3630721682	-4.4408920985e-13
5.80562385348	9.99938966512e-06	3.3630721682	-3.35371790185e-167
5.80563385357	1.89389665124e-07	3.3630721682	-9.81
5.81563385357	0.0331404105163	3.2649721682	-9.81
5.82563385357	0.0652996321306	3.1668721682	-9.81
5.83563385357	0.096477853771	3.0687721682	-9.81
5.84563385357	0.126675075428	2.9706721682	-9.81
5.85563385357	0.155891297084	2.8725721682	-9.81
5.86563385357	0.184126518746	2.7744721682	-9.81
5.87563385357	0.211380740415	2.6763721682	-9.81
5.88563385357	0.237653962081	2.5782721682	-9.81
5.89563385357	0.262946183748	2.4801721682	-9.81
5.90563385357	0.287257405417	2.3820721682	-9.81
5.91563385357	0.310587627088	2.2839721682	-9.81
5.92563385357	0.332936848762	2.1858721682	-9.81
5.93563385357	0.354305070437	2.0877721682	-9.81
5.94563385357	0.374692292114	1.9896721682	-9.81
5.95563385357	0.394098513787	1.8915721682	-9.81
5.96563385357	0.412523735461	1.7934721682	-9.81
5.97563385357	0.429967957135	1.6953721682	-9.81
5.98563385357	0.446431178809	1.5972721682	-9.81
5.99563385357	0.461913400484	1.4991721682	-9.81
6.00563385357	0.47641462216	1.4010721682	-9.81
6.01563385357	0.489934843835	1.3029721682	-9.81
6.02563385357	0.502474065512	1.2048721682	-9.81
6.03563385357	0.514032287189	1.1067721682	-9.81
6.04563385357	0.524609508866	1.0086721682	-9.81
6.05563385357	0.534205730544	0.910572168201	-9.81
6.06563385357	0.542820952222	0.812472168201	-9.81
6.07563385357	0.550455173901	0.714372168201	-9.81
6.08563385357	0.55710839558	0.616272168201	-9.81
6.09563385357	0.562780617257	0.518172168201	-9.81
6.10563385357	0.567471838934	0.420072168201	-9.81
6.11563385357	0.571182060612	0.321972168201	-9.81
6.12563385357	0.573911282289	0.223872168201	-9.81
6.13563385357	0.575659503967	0.125772168201	-9.81
6.14563385357	0.576426725645	0.0276721682013	-9.81
6.15563385357	0.576212947323	-0.0704278317987	-9.81
6.16563385357	0.575018169001	-0.168527831799	-9.81
6.17563385357	0.572842390679	-0.266627831799	-9.81
6.18563385357	0.569685612357	-0.364727831799	-9.81
6.19563385357	0.565547834036	-0.462827831799	-9.81
6.20563385357	0.560429055714	-0.560927831799	-9.81
6.21563385357	0.554329277393	-0.659027831799	-9.81
6.22563385357	0.547248499072	-0.757127831799	-9.81
6.23563385357	0.539186720751	-0.855227831799	-9.81
6.24563385357	0.53014394243	-0.953327831799	-9.81
6.25563385357	0.52012016411	-1.0514278318	-9.81
6.26563385357	0.509115385789	-1.1495278318	-9.81
6.27563385357	0.497129607469	-1.2476278318	-9.81
6.28563385357	0.484162829148	-1.3457278318	-9.81
6.29563385357	0.470215050828	-1.4438278318	-9.81
6.30563385357	0.455286272508	-1.5419278318	-9.81
6.31563385357	0.439376494188	-1.6400278318	-9.81
6.32563385357	0.422485715868	-1.7381278318	-9.81
6.33563385357	0.404613937549	-1.8362278318	-9.81
6.34563385357	0.385761159229	-1.9343278318	-9.81
6.35563385357	0.36592738091	-2.0324278318	-9.81
6.36563385357	0.345112602591	-2.1305278318	-9.81
6.37563385357	0.32331682427	-2.2286278318	-9.81
6.38563385357	0.30054004595	-2.3267278318	-9.81
6.39563385357	0.276782267629	-2.4248278318	-9.81
6.40563385357	0.252043489309	-2.5229278318	-9.81
6.41563385357	0.226323710988	-2.6210278318	-9.81
6.42563385357	0.199622932668	-2.7191278318	-9.81
6.43563385357	0.171941154348	-2.8172278318	-9.81
6.44563385357	0.143278376027	-2.9153278318	-9.81
6.45563385357	0.113634597707	-3.0134278318	-9.81
6.46563385357	0.0830098193868	-3.1115278318	-9.81
6.47563385357	0.0514040410666	-3.2096278318	-9.81
6.48563385357	0.0188172627464	-3.3077278318	-9.81
6.491275534	3.89693834487e-11	-3.36307271602	-9.81
6.49128553409	3.89693832759e-11	2.35415090121	0.
6.49128978182	9.99969482738e-06	2.35415090121	0.
6.49129978189	1.89694827379e-07	2.35415090121	-9.81
6.50129978189	0.023051198071	2.25605090121	-9.81
6.51129978189	0.0451212070054	2.15795090121	-9.81
6.52129978189	0.0662102159671	2.05985090121	-9.81
6.53129978189	0.0863182249523	1.96175090121	-9.81
6.54129978189	0.105445233934	1.86365090121	-9.81
6.55129978189	0.123591242923	1.76555090121	-9.81
6.56129978189	0.140756251917	1.66745090121	-9.81
6.57129978189	0.156940260914	1.56935090121	-9.81
6.58129978189	0.172143269909	1.47125090121	-9.81
6.59129978189	0.186365278906	1.37315090121	-9.81
6.60129978189	0.199606287905	1.27505090121	-9.81
6.61129978189	0.211866296906	1.17695090121	-9.81
6.62129978189	0.223145305909	1.07885090121	-9.81
6.63129978189	0.233443314914	0.980750901212	-9.81
6.64129978189	0.24276032392	0.882650901212	-9.81
6.65129978189	0.251096332924	0.784550901212	-9.81
6.66129978189	0.258451341926	0.686450901212	-9.81
6.67129978189	0.26482535093	0.588350901212	-9.81
6.68129978189	0.270218359934	0.490250901212	-9.81
6.69129978189	0.274630368938	0.392150901212	-9.81
6.70129978189	0.278061377943	0.294050901213	-9.81
6.71129978189	0.280511386948	0.195950901213	-9.81
6.72129978189	0.281980395954	0.0978509012125	-9.81
6.73129978189	0.28246840496	-0.000249098787493	-9.81
6.74129978189	0.281975413967	-0.0983490987875	-9.81
6.75129978189	0.280501422974	-0.196449098787	-9.81
6.76129978189	0.278046431981	-0.294549098787	-9.81
6.77129978189	0.274610440989	-0.392649098787	-9.81
6.78129978189	0.270193449998	-0.490749098787	-9.81
6.79129978189	0.264795459007	-0.588849098787	-9.81
6.80129978189	0.258416468014	-0.686949098787	-9.81
6.81129978189	0.251056477021	-0.785049098787	-9.81
6.82129978189	0.242715486028	-0.883149098787	-9.81
6.83129978189	0.233393495036	-0.981249098787	-9.81
6.84129978189	0.223090504043	-1.07934909879	-9.81
6.85129978189	0.211806513051	-1.17744909879	-9.81
6.86129978189	0.199541522058	-1.27554909879	-9.81
6.87129978189	0.186295531066	-1.37364909879	-9.81
6.88129978189	0.172068540074	-1.47174909879	-9.81
6.89129978189	0.156860549082	-1.56984909879	-9.81
6.90129978189	0.14067155809	-1.66794909879	-9.81
6.91129978189	0.123501567098	-1.76604909879	-9.81
6.92129978189	0.105350576107	-1.86414909879	-9.81
6.93129978189	0.0862185851156	-1.96224909879	-9.81
6.94129978189	0.0661055941243	-2.06034909879	-9.81
6.95129978189	0.0450116031332	-2.15844909879	-9.81
6.96129978189	0.0229366121422	-2.25654909879	-9.81
6.97124907703	5.90008817017e-11	-2.35415168409	-9.81
6.97125907732	5.90008816439e-11	1.64790617887	0.
6.9712651455	9.99969495214e-06	1.64790617887	0.
6.97127514559	1.89694952136e-07	1.64790617887	-9.81
6.98127514559	0.0159887509306	1.54980617887	-9.81
6.99127514559	0.0309963126518	1.45170617887	-9.81
7.00127514559	0.0450228743991	1.35360617887	-9.81
7.01127514559	0.0580684361625	1.25550617887	-9.81
7.02127514559	0.0701329979253	1.15740617887	-9.81
7.03127514559	0.0812165596946	1.05930617887	-9.81
7.04127514559	0.0913191214703	0.961206178865	-9.81
7.05127514559	0.100440683242	0.863106178865	-9.81
7.06127514559	0.108581245016	0.765006178865	-9.81
7.07127514559	0.115740806792	0.666906178865	-9.81
7.08127514559	0.12191936857	0.568806178865	-9.81
7.09127514559	0.12711693035	0.470706178865	-9.81
7.10127514559	0.131333492132	0.372606178865	-9.81
7.11127514559	0.134569053916	0.274506178865	-9.81
7.12127514559	0.136823615696	0.176406178865	-9.81
7.13127514559	0.138097177476	0.0783061788653	-9.81
7.14127514559	0.138389739256	-0.0197938211347	-9.81
7.15127514559	0.137701301038	-0.117893821135	-9.81
7.16127514559	0.136031862819	-0.215993821135	-9.81
7.17127514559	0.133381424601	-0.314093821135	-9.81
7.18127514559	0.129749986384	-0.412193821135	-9.81
7.19127514559	0.125137548167	-0.510293821135	-9.81
7.20127514559	0.11954410995	-0.608393821135	-9.81
7.21127514559	0.112969671734	-0.706493821135	-9.81
7.22127514559	0.105414233519	-0.804593821135	-9.81
7.23127514559	0.0968777953038	-0.902693821135	-9.81
7.24127514559	0.0873603570891	-1.00079382113	-9.81
7.25127514559	0.0768619188749	-1.09889382113	-9.81
7.26127514559	0.0653824806589	-1.19699382113	-9.81
7.27127514559	0.052922042443	-1.29509382113	-9.81
7.28127514559	0.0394806042273	-1.39319382113	-9.81
7.29127514559	0.0250581660118	-1.49129382113	-9.81
7.30127514559	0.00965472779639	-1.58939382113	-9.81
7.30723982225	8.66318002408e-11	-1.64790729912	-9.81
7.3072498226	8.66318000409e-11	1.15353510938	2.22044604925e-13
7.30725849147	9.99984750666e-06	1.15353510938	1.67641579935e-167
7.30726849153	1.89847506659e-07	1.15353510938	-9.81
7.31726849153	0.0110450405182	1.05543510938	-9.81
7.32726849153	0.0211088915611	0.957335109383	-9.81
7.33726849153	0.030191742629	0.859235109383	-9.81
7.34726849153	0.0382935936985	0.761135109383	-9.81
7.35726849153	0.045414444774	0.663035109383	-9.81
7.36726849153	0.051554295856	0.564935109383	-9.81
7.37726849153	0.0567131469358	0.466835109383	-9.81
7.38726849153	0.0608909980173	0.368735109383	-9.81
7.39726849153	0.0640878491008	0.270635109383	-9.81
7.40726849153	0.0663037001862	0.172535109383	-9.81
7.41726849153	0.0675385512736	0.0744351093831	-9.81
7.42726849153	0.0677924023629	-0.0236648906169	-9.81
7.43726849153	0.0670652534511	-0.121764890617	-9.81
7.44726849153	0.06535710454	-0.219864890617	-9.81
7.45726849153	0.0626679556298	-0.317964890617	-9.81
7.46726849153	0.0589978067206	-0.416064890617	-9.81
7.47726849153	0.0543466578124	-0.514164890617	-9.81
7.48726849153	0.0487145089052	-0.612264890617	-9.81
7.49726849153	0.0421013599989	-0.710364890617	-9.81
7.5	0.0401243954011	-0.737160988681	-9.81
