time	x	y	vx	vy	ax	ay	t
1.46745699018	-1.2916171069	-3.79620430665	-9.45457454692	-5.16792818767	0.	-9.81	0.23
1.47745699018	-1.38616285237	-3.84837408854	-9.45457454692	-5.26602818767	0.	-9.81	0.24
1.48745699018	-1.48070859784	-3.90152487042	-9.45457454692	-5.36412818767	0.	-9.81	0.25
1.49745699018	-1.57525434331	-3.9556566523	-9.45457454692	-5.46222818767	0.	-9.81	0.26
1.50745699018	-1.66980008877	-4.01076943418	-9.45457454692	-5.56032818767	0.	-9.81	0.27
1.51745699018	-1.76434583424	-4.06686321606	-9.45457454692	-5.65842818767	0.	-9.81	0.28
1.52745699018	-1.85889157971	-4.12393799794	-9.45457454692	-5.75652818767	0.	-9.81	0.29
1.53745699018	-1.95343732518	-4.18199377982	-9.45457454692	-5.85462818767	0.	-9.81	0.3
1.54745699018	-2.04798307065	-4.2410305617	-9.45457454692	-5.95272818767	0.	-9.81	0.31
1.55745699018	-2.14252881612	-4.30104834359	-9.45457454692	-6.05082818767	0.	-9.81	0.32
1.56745699018	-2.23707456159	-4.36204712547	-9.45457454692	-6.14892818767	0.	-9.81	0.33
1.57745699018	-2.33162030706	-4.42402690735	-9.45457454692	-6.24702818767	0.	-9.81	0.34
1.58745699018	-2.42616605253	-4.48698768923	-9.45457454692	-6.34512818767	0.	-9.81	0.35
1.59745699018	-2.520711798	-4.55092947111	-9.45457454692	-6.44322818767	0.	-9.81	0.36
1.60745699018	-2.61525754347	-4.61585225299	-9.45457454692	-6.54132818767	0.	-9.81	0.37
1.61745699018	-2.70980328894	-4.68175603488	-9.45457454692	-6.63942818767	0.	-9.81	0.38
1.62745699018	-2.80434903441	-4.74864081676	-9.45457454692	-6.73752818767	0.	-9.81	0.39
1.63745699018	-2.89889477987	-4.81650659864	-9.45457454692	-6.83562818767	0.	-9.81	0.4
1.64745699018	-2.99344052534	-4.88535338052	-9.45457454692	-6.93372818767	0.	-9.81	0.41
1.65745699018	-3.08798627081	-4.9551811624	-9.45457454692	-7.03182818767	0.	-9.81	0.42
1.66745699018	-3.18253201628	-5.02598994428	-9.45457454692	-7.12992818767	0.	-9.81	0.43
1.67745699018	-3.27707776175	-5.09777972616	-9.45457454692	-7.22802818767	0.	-9.81	0.44
1.68745699018	-3.37162350722	-5.17055050804	-9.45457454692	-7.32612818767	0.	-9.81	0.45
1.69745699018	-3.46616925269	-5.24430228992	-9.45457454692	-7.42422818767	0.	-9.81	0.46
1.70745699018	-3.56071499816	-5.3190350718	-9.45457454692	-7.52232818767	0.	-9.81	0.47
1.71745699018	-3.65526074363	-5.39474885368	-9.45457454692	-7.62042818767	0.	-9.81	0.48
1.72745699018	-3.7498064891	-5.47144363556	-9.45457454692	-7.71852818767	0.	-9.81	0.49
1.73745699018	-3.84435223457	-5.54911941744	-9.45457454692	-7.81662818767	0.	-9.81	0.5
1.74745699018	-3.93889798004	-5.62777619932	-9.45457454692	-7.91472818767	0.	-9.81	0.51
1.75745699018	-4.0334437255	-5.7074139812	-9.45457454692	-8.01282818767	0.	-9.81	0.52
